DATE	NUMARTS	COUNTTYPE	NUMBER	OBJECTTYPE	GEO_TYPE	GEO_FULLNAME	GEO_COUNTRYCODE	GEO_ADM1CODE	GEO_LAT	GEO_LONG	GEO_FEATUREID	CAMEOEVENTIDS	SOURCES	SOURCEURLS
20160308	1	AFFECT	48		3	Hollywood, California, United States	US	USCA	34.0983	-118.327	1660757	519072221,519074127	hotair.com	http://hotair.com/archives/2016/03/08/new-poll-shows-romney-speech-reinforced-trump-support/
20160308	1	PROTEST	2	sandwich recipes	4	London, London, City Of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	518893124	bakeryinfo.co.uk	http://www.bakeryinfo.co.uk/news/fullstory.php/aid/15540/Will_Torrent_discusses_the_perfect_afternoon_tea.html
20160308	1	CRISISLEX_T03_DEAD	10		1	El Salvador	ES	ES	13.8333	-88.9167	ES	518877036,518877612,518878983	wdam.com	http://www.wdam.com/story/31409072/23-people-die-daily-in-raging-el-salvador-violence
20160308	1	AFFECT	2000000	girls	1	Pakistan	PK	PK	30	70	PK	516890213	dailykashmirimages.com	http://dailykashmirimages.com/Details/104333/the-global-fight-for-gender-equality
20160308	1	KILL	7		4	Nsanje, Nsanje, Malawi	MI	MI19	-16.9167	35.2667	-1486274	518936236,518936992,518937043	allafrica.com	http://allafrica.com/stories/201603080092.html
20160308	2	REFUGEES	4	priorities	1	Germany	GM	GM	51	9	GM		hri.org;hri.org	http://hri.org/news/greek/ana/2016/16-03-08.ana.html<UDIV>http://www.hri.org/news/greek/ana/2016/16-03-08.ana.html
20160308	1	SOC_GENERALCRIME	2		4	Nadapuram, Kerala, India	IN	IN13	11.7	75.6667	-2105274	518845889,518844484,518845889,518844484,518868511,519047610	indianexpress.com	http://indianexpress.com/article/india/india-news-india/moral-policing-incident-kerala-kozhikode/
20160308	1	KILL	150	AlShabaab Fighters	1	Somalia	SO	SO	10	49	SO		ecommerce-journal.com	http://ecommerce-journal.com/2016/03/is-gwen-stefani-and-gavin-rossdales-nanny-pregnant-with/
20160308	1	KILL	3	shots	2	Oregon, United States	US	USOR	44.5672	-122.127	or	519133670,519133675,518977096,518966327,519135814,519135821,518977096,519136051,519113553,519136137,519136138,519124839	nydailynews.com	http://m.nydailynews.com/news/national/oregon-state-police-shooting-occupier-lavoy-finicum-article-1.2557082
20160308	1	TERROR	2018	ALABAMA x	2	Alabama, United States	US	USAL	32.799	-86.8073	al	518902276,518907260,518907275,518892474,518907392,518907393,518885719,518881011,518889575,518847544,518907580,518907586,518860992,518900297,518908045,518908125,518908127,518861452,518908163,518908193,518861730,518908245,518861739,518908257	the-trumpet-online.com	http://the-trumpet-online.com/media-massacre-alabama-marriage-decision/
20160308	1	KILL	120		2	Tennessee, United States	US	USTN	35.7449	-86.7489	tn		nashvillepublicradio.org	http://nashvillepublicradio.org/post/soon-veering-bike-lane-could-cost-tennessee-drivers-50
20160308	5	CRISISLEX_T03_DEAD	170		4	Tianjin, Tianjin, China	CH	CH28	39.1422	117.177	-1928564	518948549,518948549,518948549,518948549,518948549	ntnews.com.au;dailytelegraph.com.au;couriermail.com.au;heraldsun.com.au;adelaidenow.com.au	http://www.ntnews.com.au/news/fury-at-deaths-in-chinas-careless-forests-of-steel/news-story/9a89213f9e4735c63173874407226652?nk=5a4cf14499caaea258524019ac5dab27-1457452200<UDIV>http://www.dailytelegraph.com.au/fury-at-deaths-in-chinas-careless-forests-of-steel/news-story/9a89213f9e4735c63173874407226652<UDIV>http://www.couriermail.com.au/news/fury-at-deaths-in-chinas-careless-forests-of-steel/news-story/9a89213f9e4735c63173874407226652?nk=b4d52105c403283d6900ead3611e2475-1457466467<UDIV>http://www.heraldsun.com.au/news/fury-at-deaths-in-chinas-careless-forests-of-steel/news-story/9a89213f9e4735c63173874407226652<UDIV>http://www.adelaidenow.com.au/news/fury-at-deaths-in-chinas-careless-forests-of-steel/news-story/9a89213f9e4735c63173874407226652
20160308	4	SOC_GENERALCRIME	15	Italian citizens	1	Switzerland	SZ	SZ	47	8	SZ	415423229,518982802,518982803,518982921,518983676,518983678,415423229,518982803,518983676,518983678,415423229,518982803,518983676,518983678,415423229,518982802,518982803,518982921,518983676,518983678	channelnewsasia.com;thepeninsulaqatar.com;euronews.com;dailymail.co.uk	http://www.channelnewsasia.com/news/world/swiss-arrest-15-in-suspec/2583382.html<UDIV>http://www.thepeninsulaqatar.com/news/international/373386/swiss-arrest-15-in-suspected-mafia-case-plan-extradition-to-italy<UDIV>http://www.euronews.com/newswires/3163427-swiss-arrest-15-in-suspected-mafia-case-plan-extradition-to-italy/<UDIV>http://www.dailymail.co.uk/wires/reuters/article-3481774/Swiss-arrest-15-suspected-mafia-case-plan-extradition-Italy.html
20160308	2	CRISISLEX_T03_DEAD	2019		4	Yamuna, India (General), India	IN	IN00	25.5	81.8833	-2114824	518872640	freepressjournal.in;bharatpress.com	http://www.freepressjournal.in/road-death-congress-targets-queen-irani-for-her-irresponsible-gesture/798923<UDIV>http://bharatpress.com/2016/03/08/road-death-congress-targets-queen-irani-for-her-irresponsible-gesture/
20160308	2	WOUND	2		1	Syria	SY	SY	35	38	SY	519062166,519104443,519104444,519063276,519104860,519036275,519105589,519038376,519097768,519105620,519105624,519178633,519016145,519014904,519178728,518898384,519179157,519062724,519179187,519016145,519014904,519180332,519016467,519064226,518898384,519016558	euronews.com;islamicinvitationturkey.com	http://www.euronews.com/2016/03/08/turkey-young-boy-and-woman-killed-by-cross-border-rocket-fire-from-syria/<UDIV>http://www.islamicinvitationturkey.com/2016/03/08/syrian-kurdish-forces-win-back-7-key-villages-in-raqqa-province/
20160308	1	CRISISLEX_T03_DEAD	368	pedestrians	2	District Of Columbia, United States	US	USDC	38.8964	-77.0262	dc		csmonitor.com	http://www.csmonitor.com/USA/2016/0308/Pedestrian-deaths-appear-to-be-climbing-Can-we-reverse-the-trend
20160308	1	SOC_GENERALCRIME	11		2	New York, United States	US	USNY	42.1497	-74.9384	ny	518849149,518879200,518879232,518879233,518879412	wordpress.com	https://closeindianpoint.wordpress.com/2016/03/02/support-the-indian-point-11/
20160308	3	ARMEDCONFLICT	200	Jews	4	Jedwabne, Podlaskie, Poland	PL	PL81	53.2856	22.3056	-505687	519177250	thepeninsulaqatar.com;thepeninsulaqatar.com;globalpost.com	http://thepeninsulaqatar.com/news/international/373442/poland-to-open-museum-honouring-poles-who-saved-jews<UDIV>http://www.thepeninsulaqatar.com/news/international/373442/poland-to-open-museum-honouring-poles-who-saved-jews<UDIV>http://www.globalpost.com/article/6743552/2016/03/08/poland-open-museum-honouring-poles-who-saved-jews
20160308	1	WOUND	10		3	Douglas County, Minnesota, United States	US	USMN	45.9333	-95.4503	659466		bonhamjournal.com	http://bonhamjournal.com/2016/03/08/rubio-sanders-win-minnesota-caucuses.html
20160308	1	KILL	8		1	Israel	IS	IS	31.5	34.75	IS	518989108,519161190,519161515,518989108,518898031,518865440,518990897,519162177,519142124,518939122,519142125,519162180,519162181,518996540,518989402,519020327,519105447,519162586,519162589	nytimes.com	http://www.nytimes.com/2016/03/09/world/middleeast/jaffa-israel-stabbing-attacks.html
20160308	2	KILL	38		1	Canada	CA	CA	60	-95	CA	519043914,519043920,519043921,518849064,518849372	azdailysun.com;mainenewsonline.com	http://azdailysun.com/lifestyles/health-med-fit/studies-at-every-age-fitness-matters/article_926bfa86-d7cb-5fef-abe3-e80277045b9b.html<UDIV>http://mainenewsonline.com/content/16037446-body-mass-index-alone-should-not-be-used-decide-person-s-health
20160308	1	EPU_CATS_MIGRATION_FEAR_MIGRATION	200000		4	Balkans, Greece (General), Greece	GR	GR00	44	23	-815872	519027259,519027262,519027273,519027274,519027276,519027753,518848891,519027952,518891438,518868202,519027960,519027963,518852206,519027965,519016530,519016531	neurope.eu	http://neurope.eu/article/amnesty-criticizes-eu-turkey-draft-deal/
20160308	1	KILL	3		1	Kenya	KE	KE	1	38	KE		news24.com	http://kenya.news24.com/National/News/woman-locks-up-family-before-setting-house-on-fire-killing-husband-20160307
20160308	5	KILL	8		1	Australia	AS	AS	-27	133	AS	518907495,518845230,518905257,518845230,518905257,518845230,518905257	cowracommunitynews.com;dailyexaminer.com.au;heraldsun.com.au;theage.com.au;smh.com.au	http://www.cowracommunitynews.com/viewnews.php?newsid=11376&id=17<UDIV>http://www.dailyexaminer.com.au/news/rfds-calls-for-1b-for-rural-health/2955157/<UDIV>http://www.heraldsun.com.au/news/breaking-news/driver-behaviour-key-to-wa-road-toll/news-story/54aec318b1983ed51759e2d64df4dcfe?nk=337ee6496d110ba981b6fcc712f63269-1457460278<UDIV>http://www.theage.com.au/wa-news/tap-funds-to-fix-wa-road-toll-nationals-alp-20160308-gne5by.html<UDIV>http://www.smh.com.au/wa-news/tap-funds-to-fix-wa-road-toll-nationals-alp-20160308-gne5by.html
20160308	60	CRISISLEX_T03_DEAD	6		2	District Of Columbia, United States	US	USDC	38.8964	-77.0262	dc	519030835,519030835,519030835,519030835,519030835,519030835,519030835,519030835,519030835,519030835,519030835,519030835,519030835,519030835,519030835,519030835,519030835,519030835,519030835,519030835,519030835,519030835,519030835,519030835,519030835,519030835,519030835,519030835,519030835,519030835,519030835,519030835,519030835,519030835,519030835,519030835,519030835,519030835,519030835,519030835	go.com;go.com;abc13.com;abc13.com;abc7chicago.com;abc7chicago.com;abc7news.com;abc7news.com;abc7ny.com;abc7ny.com;abc30.com;abc30.com;abcnews.com;abcnews.com;abc7.com;abc7.com;abc11.com;abc11.com;6abc.com;6abc.com;abcnewsradioonline.com;abcnewsradioonline.com;krvn.com;krvn.com;kticradio.com;kticradio.com;wbal.com;wbal.com;wfin.com;wfin.com;ottawaradio.net;ottawaradio.net;ktbb.com;ktbb.com;610kvnu.com;610kvnu.com;kxl.com;kxl.com;wtnh.com;wtnh.com;wondradio.com;wondradio.com;mycentraloregon.com;mycentraloregon.com;wsar.com;wsar.com;amazingmadison.com;amazingmadison.com;wmay.com;wmay.com;wjbdradio.com;wjbdradio.com;ktbb.com;ktbb.com;1470wmbd.com;1470wmbd.com;wwgp1050.com;wwgp1050.com;classichitsandoldies.com;classichitsandoldies.com	http://abcnews.go.com/US/report-projects-increased-pedestrian-traffic-fatalities-2015-causing/story?id=37478896<UDIV>http://abcnews.go.com/US/report-projects-increased-pedestrian-traffic-fatalities-2015-causing/story?id=37478896<UDIV>http://abc13.com/news/why-pedestrian-traffic-fatalities-are-increasing/1235905/<UDIV>http://abc13.com/news/why-pedestrian-traffic-fatalities-are-increasing/1235905/<UDIV>http://abc7chicago.com/news/why-pedestrian-traffic-fatalities-are-increasing/1235905/<UDIV>http://abc7chicago.com/news/why-pedestrian-traffic-fatalities-are-increasing/1235905/<UDIV>http://abc7news.com/news/why-pedestrian-traffic-fatalities-are-increasing/1235905/<UDIV>http://abc7news.com/news/why-pedestrian-traffic-fatalities-are-increasing/1235905/<UDIV>http://abc7ny.com/news/why-pedestrian-traffic-fatalities-are-increasing/1235905/<UDIV>http://abc7ny.com/news/why-pedestrian-traffic-fatalities-are-increasing/1235905/<UDIV>http://abc30.com/news/why-pedestrian-traffic-fatalities-are-increasing/1235905/<UDIV>http://abc30.com/news/why-pedestrian-traffic-fatalities-are-increasing/1235905/<UDIV>http://blogs.abcnews.com/US/report-projects-increased-pedestrian-traffic-fatalities-2015-causing/story?id=37478896<UDIV>http://blogs.abcnews.com/US/report-projects-increased-pedestrian-traffic-fatalities-2015-causing/story?id=37478896<UDIV>http://abc7.com/news/why-pedestrian-traffic-fatalities-are-increasing/1235905/<UDIV>http://abc7.com/news/why-pedestrian-traffic-fatalities-are-increasing/1235905/<UDIV>http://abc11.com/news/why-pedestrian-traffic-fatalities-are-increasing/1235905/<UDIV>http://abc11.com/news/why-pedestrian-traffic-fatalities-are-increasing/1235905/<UDIV>http://6abc.com/news/why-pedestrian-traffic-fatalities-are-increasing/1235905/<UDIV>http://6abc.com/news/why-pedestrian-traffic-fatalities-are-increasing/1235905/<UDIV>http://abcnewsradioonline.com/national-news/report-projects-increased-pedestrian-traffic-fatalities-for.html<UDIV>http://abcnewsradioonline.com/national-news/report-projects-increased-pedestrian-traffic-fatalities-for.html<UDIV>http://krvn.com/abc_national/report-projects-increased-pedestrian-traffic-fatalities-for-2015-but-whats-causing-them-abcid35630514/<UDIV>http://krvn.com/abc_national/report-projects-increased-pedestrian-traffic-fatalities-for-2015-but-whats-causing-them-abcid35630514/<UDIV>http://kticradio.com/abc_national/report-projects-increased-pedestrian-traffic-fatalities-for-2015-but-whats-causing-them-abcid35630514/<UDIV>http://kticradio.com/abc_national/report-projects-increased-pedestrian-traffic-fatalities-for-2015-but-whats-causing-them-abcid35630514/<UDIV>http://www.wbal.com/article/148265/110/report-projects-increased-pedestrian-traffic-fatalities-for-2015-but-whats-causing-them<UDIV>http://www.wbal.com/article/148265/110/report-projects-increased-pedestrian-traffic-fatalities-for-2015-but-whats-causing-them<UDIV>http://wfin.com/report-projects-increased-pedestrian-traffic-fatalities-for-2015-but-whats-causing-them/<UDIV>http://wfin.com/report-projects-increased-pedestrian-traffic-fatalities-for-2015-but-whats-causing-them/<UDIV>http://www.ottawaradio.net/pages/22545130.php<UDIV>http://www.ottawaradio.net/pages/22545130.php<UDIV>http://www.ktbb.com/post/?p=461551<UDIV>http://www.ktbb.com/post/?p=461551<UDIV>http://www.610kvnu.com/national/1a624da186f23774fb8c13c21fa3b03e<UDIV>http://www.610kvnu.com/national/1a624da186f23774fb8c13c21fa3b03e<UDIV>http://www.kxl.com/syndicated-article/?id=119599<UDIV>http://www.kxl.com/syndicated-article/?id=119599<UDIV>http://wtnh.com/2016/03/08/report-projects-increased-pedestrian-traffic-fatalities-for-2015-but-whats-causing-them/<UDIV>http://wtnh.com/2016/03/08/report-projects-increased-pedestrian-traffic-fatalities-for-2015-but-whats-causing-them/<UDIV>http://www.wondradio.com/abc-national/1a624da186f23774fb8c13c21fa3b03e<UDIV>http://www.wondradio.com/abc-national/1a624da186f23774fb8c13c21fa3b03e<UDIV>http://www.mycentraloregon.com/2016/03/08/report-projects-increased-pedestrian-traffic-fatalities-for-2015-but-whats-causing-them/<UDIV>http://www.mycentraloregon.com/2016/03/08/report-projects-increased-pedestrian-traffic-fatalities-for-2015-but-whats-causing-them/<UDIV>http://www.wsar.com/national/1a624da186f23774fb8c13c21fa3b03e<UDIV>http://www.wsar.com/national/1a624da186f23774fb8c13c21fa3b03e<UDIV>http://www.amazingmadison.com/2016/03/08/report-projects-increased-pedestrian-traffic-fatalities-for-2015-but-whats-causing-them/<UDIV>http://www.amazingmadison.com/2016/03/08/report-projects-increased-pedestrian-traffic-fatalities-for-2015-but-whats-causing-them/<UDIV>http://www.wmay.com/2016/03/08/report-projects-increased-pedestrian-traffic-fatalities-for-2015-but-whats-causing-them/<UDIV>http://www.wmay.com/2016/03/08/report-projects-increased-pedestrian-traffic-fatalities-for-2015-but-whats-causing-them/<UDIV>http://www.wjbdradio.com/NationalNews/Report-Projects-Increased-Pedestrian-Traffic-Fatalities-for-2015--But-What-s-Causing-Them-<UDIV>http://www.wjbdradio.com/NationalNews/Report-Projects-Increased-Pedestrian-Traffic-Fatalities-for-2015--But-What-s-Causing-Them-<UDIV>http://www.ktbb.com/post/?p=461570<UDIV>http://www.ktbb.com/post/?p=461570<UDIV>http://www.1470wmbd.com/syndicated-article/?id=119599<UDIV>http://www.1470wmbd.com/syndicated-article/?id=119599<UDIV>http://www.wwgp1050.com/2016/03/08/report-projects-increased-pedestrian-traffic-fatalities-for-2015-but-whats-causing-them/<UDIV>http://www.wwgp1050.com/2016/03/08/report-projects-increased-pedestrian-traffic-fatalities-for-2015-but-whats-causing-them/<UDIV>http://www.classichitsandoldies.com/v2/70761/<UDIV>http://www.classichitsandoldies.com/v2/70761/
20160308	1	KILL	360		4	Karachi, Sindh, Pakistan	PK	PK05	24.8667	67.05	-2764584		fitnhit.com	http://fitnhit.com/news/sonam-kapoor-starred-neerja-crossed-over-rs-65-crores-till-3rd-week/60040/
20160308	1	CRISISLEX_T02_INJURED	1		4	Tavistock, Devon, United Kingdom	UK	UKD4	50.5456	-4.14444	-2609479		plymouthherald.co.uk	http://www.plymouthherald.co.uk/RSPCA-investigate-mutilated-cat-tied-skinned/story-28880625-detail/story.html
20160308	1	CRISISLEX_T03_DEAD	74		4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	-6.17444	106.829	-2679652	518999445,518999447,519000041,518972919,519000046,519000047,519000505,519000506	en.tempo.co	http://en.tempo.co/read/news/2016/03/08/240751833/Email-Inventor-Died-at-the-Age-of-74
20160308	4	WOUND	2		1	Macedonia	MK	MK	41.8333	22	MK	415416742,518844137,518845799,518845800,518846396,518847049,518848600,518848601,518844137,518845799,518845800,518846396,518846964,518847049,518844137,518845799,518845800,518846396,518846964,518847049,518844137,518845799,518845800,518846396,518846964,518847049	dailyjournal.net;starnewsonline.com;tuscaloosanews.com;blueridgenow.com	http://www.dailyjournal.net/view/story/81f3d540607043f594a78b26cf5a026a/EU--Greece-Migrants<UDIV>http://www.starnewsonline.com/article/20160307/API/303079820<UDIV>http://www.tuscaloosanews.com/article/20160307/API/303079820<UDIV>http://www.blueridgenow.com/article/20160307/API/303079820
20160308	1	AFFECT	500		1	Saudi Arabia	SA	SA	25	45	SA		arabnews.com	http://www.arabnews.com/saudi-arabia/news/891911
20160308	2	CRISISLEX_T03_DEAD	50	Taiwanese participants	1	Taiwan	TW	TW	23.5	121	TW	518884484,518896138,518884484,518896138	ninemsn.com.au;ninemsn.com.au	http://coach.ninemsn.com.au/2016/03/08/10/49/why-too-much-sleep-is-just-as-bad-as-not-sleeping-enough<UDIV>http://coach.ninemsn.com.au/2016/03/08/10/49/why-too-much-sleep-is-just-as-bad-as-not-sleeping-enough
20160308	1	WOUND	1600		0								1600kush.com	http://1600kush.com/wp/2016/03/08/hominy-man-injured-in-collision/
20160308	1	ARREST	5		3	Sumter County, Georgia, United States	US	USGA	32.0502	-84.1832	343504		americustimesrecorder.com	http://www.americustimesrecorder.com/2016/03/08/mike-cheokas-weekly-report-to-the-people-march-mike-cheokas-weekly-report-to-the-people5-2016/
